PC1,PC2,Activity
11.874465205778058,-8.41833000494149,WALKING_UPSTAIRS
10.154594231736453,-8.13583140662386,WALKING_UPSTAIRS
9.798509206909923,-7.1316367154397104,WALKING_UPSTAIRS
10.480876726188054,-9.119064559052894,WALKING_UPSTAIRS
9.581542398669932,-10.008598275533597,WALKING_UPSTAIRS
12.16522831017611,-10.130800125421546,WALKING_UPSTAIRS
11.94706691358078,-9.499055403410047,WALKING_UPSTAIRS
7.898614095148026,-9.503644183876832,WALKING_UPSTAIRS
9.174381157258543,-8.988137166645078,WALKING_UPSTAIRS
8.284463312241456,-10.158264551777322,WALKING_UPSTAIRS
6.02449208097048,-11.287157556810277,WALKING_UPSTAIRS
6.571678918805879,-10.78910878099752,WALKING_UPSTAIRS
8.800461480512325,-12.774730962136575,WALKING_UPSTAIRS
10.620675521605158,-10.92562146256305,WALKING_UPSTAIRS
12.76006870567345,-11.334872512079368,WALKING_UPSTAIRS
12.072399207674728,-12.028184141557468,WALKING_UPSTAIRS
8.912876904984238,-9.081951538592103,WALKING_UPSTAIRS
9.529368191333056,-9.030788369142687,WALKING_UPSTAIRS
11.532329925349973,-9.43707964527621,WALKING_UPSTAIRS
7.8653641413917885,-9.412524096130916,WALKING_UPSTAIRS
9.910399531293335,-6.812628713702976,WALKING_UPSTAIRS
-14.358517737525336,-1.6287605213230174,STANDING
-13.65878420432701,-3.235726840676382,STANDING
-14.360558212207751,0.30909852540884564,STANDING
-13.192442366510207,0.0558846293806833,STANDING
-12.632626671978638,-3.1155225457908915,STANDING
-14.163093678299337,0.6675223638022337,STANDING
-15.312361245362453,4.420360505828852,STANDING
-15.381291783039181,3.348171112164706,STANDING
-14.549586073727466,6.12971539252376,STANDING
-14.623953427634085,6.816782782441136,STANDING
-15.441058788076118,5.742803219678255,STANDING
-15.077846783456849,3.569105436001975,STANDING
-15.241459324303719,2.228625016458861,STANDING
-14.900300895293451,2.406137679886893,STANDING
-11.19855185682363,-10.106085833335058,STANDING
-14.559789222629597,-2.4009204483097863,STANDING
-15.85410294622824,1.8188941628967061,STANDING
-15.741329732590803,4.894125080485674,STANDING
-16.108347018164228,5.448689804777619,STANDING
-16.548063773047204,5.627126095155163,STANDING
-16.179493627421355,5.845709502753111,STANDING
-16.17387010571059,6.073115740797587,STANDING
-16.09376658712169,7.4108144426765445,STANDING
-15.279731211979584,4.636031742310388,STANDING
-15.338335330177149,5.419670107437725,STANDING
-15.522038736963701,5.658533432273954,STANDING
-11.66608606896899,-8.345359606218008,SITTING
-14.306356373077099,-2.6003018015224826,SITTING
-15.242764866497957,1.7176760741175219,SITTING
-15.691092674759826,7.2682846316201895,SITTING
-16.33858921629192,9.09062623396255,SITTING
-16.41520849385019,9.30713878002831,SITTING
-16.36793888464723,10.330956972859703,SITTING
-16.349794181483364,10.207328336724327,SITTING
-16.208977578787174,9.354833283687876,SITTING
-15.942341397180392,9.121494703700169,SITTING
-16.218379306561257,8.288850482697562,SITTING
-11.88160127605213,-6.618526870263926,LAYING
-13.944693893635634,-3.786106349483593,LAYING
-16.209962502815003,3.7286034016937504,LAYING
-16.81170902341147,7.176447113252847,LAYING
-16.81750770502228,7.887817119013955,LAYING
-16.626357008201346,8.055647005214544,LAYING
-16.197219105117796,6.1947617944209385,LAYING
-16.488050358372835,8.830943158198176,LAYING
-16.671142248816327,8.8052450117873,LAYING
-16.371825650306533,7.475051942406049,LAYING
-16.52553176407916,8.007079825396891,LAYING
-16.52350047520405,7.116108998654312,LAYING
-10.844752775690226,-10.533524840127416,SITTING
-14.041958637674558,-3.366337320885575,SITTING
-14.736047197971892,-0.22388220862788208,SITTING
-15.96086441213073,3.3217576258155592,SITTING
-15.918386034076603,5.419722392222392,SITTING
-15.899021511084179,7.115058001715439,SITTING
-16.07853257285062,6.597623750897973,SITTING
-16.57613237743194,5.049164781536192,SITTING
-16.40141726135222,6.181706329637757,SITTING
-16.535817434860455,5.331238687135817,SITTING
-16.538750847725396,5.657399417895173,SITTING
-14.383634136646839,0.8422604158852263,SITTING
5.721206573499676,-9.953981006212755,LAYING
-1.9399395649694913,-4.715732706881303,LAYING
-12.0220927405698,-5.521084794860275,LAYING
-11.37636017224075,-9.079816926286767,LAYING
-11.927156981366306,-6.924866378890503,LAYING
-14.856276632933245,0.20397069578677204,LAYING
-15.315138933656993,1.6752193539622164,LAYING
-15.785807837909989,2.0295051006833735,LAYING
-13.055450557169161,-6.551998796708372,LAYING
-12.845624135159092,-9.52368304522735,LAYING
-12.802061768329505,-5.76664025247049,LAYING
13.51235201542713,-0.8152490492667841,WALKING
16.812735231944593,2.4015953574794415,WALKING
17.585171090880124,3.450806306938702,WALKING
17.866000998905992,3.5018551040844654,WALKING
17.972882261466463,3.490915474014641,WALKING
17.11192126768569,4.382714190157959,WALKING
18.843265714300404,4.869831562108626,WALKING
17.011378204175443,3.228738878792864,WALKING
16.599009295880986,-0.3455584817170081,WALKING
20.868459439376053,3.175818650747244,WALKING
19.10456226830583,2.501276004271627,WALKING
16.02297355454506,2.000969733735917,WALKING
17.47506456896783,4.737843832091646,WALKING
19.301791844289113,4.52013422552203,WALKING
19.33059140909207,4.384681618156764,WALKING
21.04882283789421,8.20637659675446,WALKING
21.049951469642608,6.127879265425603,WALKING
18.74010015255228,2.5065342868249187,WALKING
18.259372388074055,3.7319713530107146,WALKING
24.277390788470754,7.694924579877228,WALKING
26.530017487132007,8.677004565549131,WALKING
24.528874358636138,5.572235450435909,WALKING
20.5604786205018,2.1018043149069703,WALKING
23.766525828741596,4.008540608161567,WALKING
23.31985891352483,4.668184776390434,WALKING
23.04839941342734,5.148546312218427,WALKING
19.781795424152296,6.101644772987482,WALKING
17.80468520734392,3.969667418819437,WALKING
17.213223326153056,0.5461567259450484,WALKING
21.418527981997684,4.929680268565924,WALKING
20.386755153179365,4.583737551566333,WALKING
16.68006723562249,1.8903551381509174,WALKING
17.532853296176693,2.227624595712446,WALKING
16.804602651004885,3.4233715013885684,WALKING
19.67758030570312,1.178995652637528,WALKING
20.98896509796837,3.860462409616222,WALKING
18.93452567148259,3.2718575878672547,WALKING
17.267089969522196,1.4355942671507818,WALKING
17.89006838295105,3.6892358802253162,WALKING
21.106621137622632,6.907873461409629,WALKING
25.15899115488527,7.769504569505063,WALKING
27.99111059195572,12.104915272578838,WALKING
25.79286684542625,10.527964673355221,WALKING
22.023199507649284,5.253101140773938,WALKING
25.93600933671891,9.662422701591694,WALKING
26.500037017802406,10.455305837318852,WALKING
18.598764383085097,4.565433772004527,WALKING
18.516594607582938,4.903678904037812,WALKING
12.052807572898178,-2.4501560978351598,WALKING_DOWNSTAIRS
18.849840545456757,6.719316112769041,WALKING_DOWNSTAIRS
24.969427107796434,7.905244489242101,WALKING_DOWNSTAIRS
33.24301137908306,12.600257704972943,WALKING_DOWNSTAIRS
25.567118223224025,6.028234601254198,WALKING_DOWNSTAIRS
19.0233943700938,3.179452985630988,WALKING_DOWNSTAIRS
20.55510071783676,4.174642929864585,WALKING_DOWNSTAIRS
8.996877864625281,-8.912552044703341,WALKING_UPSTAIRS
9.337920526076276,-8.354393805002726,WALKING_UPSTAIRS
13.138746258300255,-10.061630046691358,WALKING_UPSTAIRS
12.942467348290535,-11.027891656058383,WALKING_UPSTAIRS
11.301445061640639,-11.095981788863874,WALKING_UPSTAIRS
12.925511243968044,-9.221929749569126,WALKING_UPSTAIRS
12.700790802870689,-7.356804834406409,WALKING_UPSTAIRS
11.791640763785049,-6.039798661319193,WALKING_UPSTAIRS
10.719967379387548,-6.537954090444357,WALKING_UPSTAIRS
11.575502382733617,-10.139511461238905,WALKING_UPSTAIRS
9.740763860606773,-7.866233068436263,WALKING_UPSTAIRS
12.856502267099996,-8.814343161361686,WALKING_UPSTAIRS
16.405112343389376,-8.616860312801158,WALKING_UPSTAIRS
12.432077414773453,-8.510200184187639,WALKING_UPSTAIRS
12.472811608310346,-7.254155298661978,WALKING_UPSTAIRS
13.339990353425193,-7.670743810925938,WALKING_UPSTAIRS
12.212767678944704,-7.369778629656037,WALKING_UPSTAIRS
9.787659571547335,-7.145213382624786,WALKING_UPSTAIRS
8.874028019750336,-11.170524525568142,WALKING_UPSTAIRS
8.385263224659575,-12.143051611391021,WALKING_UPSTAIRS
13.705460823340674,-10.343095320601417,WALKING_UPSTAIRS
13.932246128933869,-10.016008192585547,WALKING_UPSTAIRS
10.50787383429641,-9.503949643775986,WALKING_UPSTAIRS
11.891896080212085,-9.45446199112424,WALKING_UPSTAIRS
12.686849951056875,-8.817756774714537,WALKING_UPSTAIRS
12.068560572768506,-9.667000426622208,WALKING_UPSTAIRS
10.855137703797617,-8.760989202704412,WALKING_UPSTAIRS
19.655995691165916,-1.616578815342821,WALKING_DOWNSTAIRS
23.477530787904204,2.9692556552666165,WALKING_DOWNSTAIRS
26.768121737668736,7.24054497052756,WALKING_DOWNSTAIRS
26.93268642232268,9.078226853532296,WALKING_DOWNSTAIRS
21.408125725888596,6.8829904845081655,WALKING_DOWNSTAIRS
23.51558024900395,6.133120843928501,WALKING_DOWNSTAIRS
25.410736035609023,4.603197968554124,WALKING_DOWNSTAIRS
23.449203788115703,6.307696564142509,WALKING_DOWNSTAIRS
19.028068896236533,6.301930739222268,WALKING_DOWNSTAIRS
27.22258678956852,8.291921560857467,WALKING_DOWNSTAIRS
27.54226753965491,8.348184422024424,WALKING_DOWNSTAIRS
20.350071661396264,2.5171178875150573,WALKING_DOWNSTAIRS
20.513226922426192,3.1168808702998816,WALKING_DOWNSTAIRS
27.1555481271272,10.003532255133313,WALKING_DOWNSTAIRS
28.327535398091587,10.22339250544158,WALKING_DOWNSTAIRS
22.103287594668444,5.468361223180704,WALKING_DOWNSTAIRS
24.353422381611924,10.055665111349946,WALKING_DOWNSTAIRS
-3.5791247953188443,-5.379060492794144,STANDING
-11.751294259214351,-4.408081101981956,STANDING
-14.104256617774137,-0.6570283192727053,STANDING
-13.128196090851764,-3.0307031876851376,STANDING
-10.815125448735557,-4.317878324915317,STANDING
-9.00170172345687,-5.990239540189495,STANDING
-8.296147449098664,-6.470491593361593,STANDING
-8.845050519119086,-6.410748217604947,STANDING
-8.025567978367123,-4.319725247262063,STANDING
-7.200625310158662,-5.21935127631931,STANDING
-7.3128598575882755,-5.192658140209147,STANDING
-8.266757725405075,-8.978322127572097,STANDING
-10.91845420569922,-7.03802833471663,STANDING
-9.474042943657542,-8.064742177930063,STANDING
-8.574763493793071,-5.873529604652139,STANDING
-9.531557492134793,-3.498824572125227,STANDING
-9.533134696732606,-9.928490967156222,STANDING
-12.503137571996245,-6.094818348114848,STANDING
-13.828318218007078,-3.209114968693334,STANDING
-14.863427776599895,1.3827011868295724,STANDING
-13.979324162167227,0.06647975756633875,STANDING
-12.626142795709239,-3.6578805405968913,STANDING
-12.531828496548165,-2.1822938040208175,STANDING
-13.922882465786365,0.07343750072520888,STANDING
-15.308752633681383,3.0476720120620158,STANDING
-15.667138452800767,4.879083511694656,STANDING
-15.76964350167652,6.463441726095533,STANDING
-15.962132800112299,6.312156544003229,STANDING
-15.937076922014654,7.288320805017358,STANDING
-15.862042005483811,6.815345380269406,STANDING
-13.124367120083932,-3.486050010172556,STANDING
-7.842887404522189,-10.687861321964553,SITTING
-12.52592020578704,-6.38024800638898,SITTING
-13.749492584613442,-1.2035101570697109,SITTING
-14.373692749349813,2.1177882147286375,SITTING
-15.039253481179353,0.8757423048401642,SITTING
-13.65060113396418,-2.0200564738633986,SITTING
-7.845199126258242,-12.836232891097593,SITTING
-6.64083056790203,-14.919526351154708,SITTING
-6.545311238758853,-12.209401297494901,SITTING
-13.84041167676202,0.8735625678595507,SITTING
-14.392751047537123,7.559237169069015,SITTING
-14.264371496517466,7.582859852552375,SITTING
-8.685563115952746,-10.094570973329759,SITTING
-12.640381614654768,-6.723803735280078,SITTING
-13.979394887091843,-2.739575078026577,SITTING
-14.93748217048092,0.9822688209813134,SITTING
-15.294345420876196,3.5033807733008877,SITTING
-15.105841964282579,1.9101196464908865,SITTING
-15.667698875897273,3.8661944195749913,SITTING
-14.926987139475612,0.18272650116001146,SITTING
-13.79639980876868,-1.4893225397209306,SITTING
-14.213231082674337,0.6609300632223034,SITTING
-15.776624649611296,6.401257056140349,SITTING
-15.759603376970754,9.654912921198006,SITTING
-16.007689486973174,8.853631823114847,SITTING
-16.031040661312772,6.716639434977174,SITTING
-10.0335323280064,-5.042571316066777,LAYING
-13.485935946305675,-2.6094636016313775,LAYING
-13.999991055436197,-0.6005507541955666,LAYING
-15.541585941227565,4.105039381193797,LAYING
-15.457003257748989,4.536796852543077,LAYING
-15.241773219951,2.1530160180145197,LAYING
-14.716284511737275,1.2810675962759834,LAYING
-13.582112472655444,-0.34763454473500893,LAYING
-13.092487341159579,-2.5893759909352236,LAYING
-13.405917238526218,1.5125689736631096,LAYING
-13.888580992246819,3.0746003353321565,LAYING
-14.826633073280076,3.678600589428424,LAYING
-14.252913507748879,5.048255732119481,LAYING
-12.441300066891168,0.19183606624128222,LAYING
-12.53541672488849,-1.0535571591410169,LAYING
-14.744941722007963,0.5008190663528059,LAYING
-16.14106892662859,5.066015183211855,LAYING
-16.513480038850748,7.573679728069045,LAYING
-16.523407638301457,7.126167078358181,LAYING
-17.011254634942848,8.549141385739578,LAYING
-17.061665838034425,8.496185449039784,LAYING
-16.61407763240881,7.289619240298126,LAYING
-16.56197568901149,8.750499949247555,LAYING
-16.355695045152796,3.9774621449013603,LAYING
-16.329770584821848,3.3397701372700577,LAYING
-15.978581838626596,7.931483079819814,LAYING
-16.018629438116953,8.42632718878324,LAYING
-16.4218299675765,7.973989181738231,LAYING
-16.51451553620319,9.041069180735278,LAYING
-16.45440278771639,8.594604357503453,LAYING
4.5846310745399155,-3.132197848574929,WALKING
4.8562411781387675,-1.4952010732340038,WALKING
7.5859969514094665,-1.3668872903846656,WALKING
9.888118494417988,-0.7634498934553098,WALKING
10.266713089196442,-1.7941626825678179,WALKING
10.543002969206515,-2.058920112885266,WALKING
12.6433154478626,-0.052434274475659855,WALKING
10.834989760830213,-1.0412095996580994,WALKING
10.374186260440446,-1.1027876960170646,WALKING
12.39661683849524,0.9307482812444958,WALKING
12.85862904736943,2.1103921136996546,WALKING
9.727434548199149,0.5848123058401593,WALKING
8.047345702348851,0.5209253311115211,WALKING
10.247830035307814,0.9129401536106567,WALKING
11.920892701771619,1.493578376383047,WALKING
10.76425699924313,0.5896563089970743,WALKING
3.99886932977175,-5.084376078611804,WALKING
5.093241063716947,-1.3847185692157018,WALKING
7.422653068848217,-0.7193537441334732,WALKING
11.467275371569135,-1.1916219135537118,WALKING
16.088026686616377,1.6519117781643862,WALKING
15.302161717251586,4.386787370711496,WALKING
12.98469571312462,3.212836843774296,WALKING
10.395901541733796,0.46031067672731374,WALKING
14.770247368607455,0.530456322640857,WALKING
16.318736062014946,1.407509132836629,WALKING
15.612507072200536,3.604366292748105,WALKING
12.098959522489718,-0.006265215686851654,WALKING
11.667647608691926,0.22060691081534925,WALKING
12.17089841744056,1.615335618389946,WALKING
11.6693035306065,2.801861995897111,WALKING
10.730978170469731,-0.4184049319537374,WALKING_DOWNSTAIRS
13.193741191408664,-0.24815307370283382,WALKING_DOWNSTAIRS
12.941802136847937,-2.976427214843182,WALKING_DOWNSTAIRS
12.070326771855568,-5.286145721953499,WALKING_DOWNSTAIRS
12.983293413699755,-4.7132590401595555,WALKING_DOWNSTAIRS
12.949707133220596,-4.847044348266593,WALKING_DOWNSTAIRS
12.862359545230676,-2.958606235096215,WALKING_DOWNSTAIRS
10.58112859701386,-3.0659545546165377,WALKING_DOWNSTAIRS
17.16573670382001,-2.1932590254913826,WALKING_DOWNSTAIRS
20.831983833467095,1.3875835530971274,WALKING_DOWNSTAIRS
20.832738575696375,3.604587542189147,WALKING_DOWNSTAIRS
16.416755265971865,0.13918686109530137,WALKING_DOWNSTAIRS
14.671111212477744,-2.7071131812091163,WALKING_DOWNSTAIRS
18.162048958721854,-1.5928145893249288,WALKING_DOWNSTAIRS
18.18999716579977,-1.437427920020559,WALKING_DOWNSTAIRS
22.88108897691839,-0.36942970850900253,WALKING_DOWNSTAIRS
32.59755163418742,7.959912958846218,WALKING_DOWNSTAIRS
26.800254799053207,4.90667375145278,WALKING_DOWNSTAIRS
24.878316755436884,2.848339712494982,WALKING_DOWNSTAIRS
21.934698913500164,0.4052523566970906,WALKING_DOWNSTAIRS
24.132421389629258,-1.479238283143597,WALKING_DOWNSTAIRS
31.946242226697695,5.978334610370977,WALKING_DOWNSTAIRS
38.07568267902037,6.579186519301347,WALKING_DOWNSTAIRS
3.8850428025898136,-10.601522170241909,WALKING_UPSTAIRS
3.8955868059815355,-9.089658912825591,WALKING_UPSTAIRS
5.225467721433462,-8.649856561083023,WALKING_UPSTAIRS
6.096348774945672,-9.430907719296629,WALKING_UPSTAIRS
7.70298153434755,-9.476750234956903,WALKING_UPSTAIRS
5.98514558574343,-8.280033104952631,WALKING_UPSTAIRS
4.819971686354641,-8.581188493970739,WALKING_UPSTAIRS
5.918924226064316,-7.4968421308316495,WALKING_UPSTAIRS
4.652298313736605,-7.639949426386928,WALKING_UPSTAIRS
10.49596756105738,-6.394374023469297,WALKING_UPSTAIRS
9.76655496649614,-4.663751196152905,WALKING_UPSTAIRS
13.12009724166279,-5.0941964783304226,WALKING_UPSTAIRS
14.532487315422916,-4.821614464326038,WALKING_UPSTAIRS
9.128106540379642,-6.51454970030778,WALKING_UPSTAIRS
10.231209753014273,-5.337214010723172,WALKING_UPSTAIRS
11.228585774849194,-6.177209506286621,WALKING_UPSTAIRS
9.051143647263592,-6.102227965029437,WALKING_UPSTAIRS
8.286266910815916,-6.618419232034528,WALKING_UPSTAIRS
8.186868552910607,-6.5790405971550765,WALKING_UPSTAIRS
9.222564804615175,-7.40984785746107,WALKING_UPSTAIRS
11.412862639600245,-7.8732672408401845,WALKING_UPSTAIRS
10.345298983540152,-6.132724555490056,WALKING_UPSTAIRS
9.298039165982544,-7.976143812577243,WALKING_UPSTAIRS
11.391737314999215,-5.918003892955684,WALKING_UPSTAIRS
11.163844351031614,-4.857810588531647,WALKING_UPSTAIRS
11.824657098465927,-6.379207493252548,WALKING_UPSTAIRS
12.444298902074506,-5.768600732632527,WALKING_UPSTAIRS
13.45881996508273,-3.8142648818483322,WALKING_UPSTAIRS
12.850622861955456,-7.460843839741649,WALKING_UPSTAIRS
13.52233244500935,-7.841103612262838,WALKING_UPSTAIRS
11.558551242582883,-4.970869013515758,WALKING_UPSTAIRS
11.876382291552924,-4.1395102434908555,WALKING_UPSTAIRS
13.189054274457053,-5.34536225613692,WALKING_UPSTAIRS
14.973082986350082,-5.84526582606744,WALKING_UPSTAIRS
-8.362101580771316,-7.1594835764083165,STANDING
-11.62309187014894,-2.330505801480591,STANDING
-11.605766302839726,1.763330434551389,STANDING
-12.158906074460216,1.6165583848346718,STANDING
-11.505961225577693,-5.241529509747397,STANDING
-11.430001739813703,-7.265662921167885,STANDING
-12.946546011053572,-3.987271771645622,STANDING
-15.469592832277101,2.1129215128588497,STANDING
-14.932448205109916,0.9201702508985607,STANDING
-14.289528662132652,-0.6842432734794369,STANDING
-14.927923107475845,0.9179088431630588,STANDING
-15.63115840997638,5.85279018951812,STANDING
-15.902453539334966,6.180043251388569,STANDING
-15.461485502341832,3.1491181892988407,STANDING
-4.56118072425121,-13.961328998629845,STANDING
-7.2284456870954,-10.222876676556982,STANDING
-7.097335372569743,-5.802421914250999,STANDING
-8.330605090080317,-4.536742760827905,STANDING
-11.70015013071428,-3.603149536187962,STANDING
-9.30486466670986,-8.630482662597597,STANDING
-8.409565385961786,-9.423903089286036,STANDING
-10.153717908222518,-6.750566248836259,STANDING
-11.605084718484116,-4.953741727505572,STANDING
-10.515408981342016,-6.057855176155748,STANDING
-10.752295621967573,-6.247108036389385,STANDING
-11.835518525554459,-4.304934796736908,STANDING
-12.5611146255101,-2.6001789294105637,STANDING
-14.48070739954662,2.155993222956144,STANDING
-13.326989850556824,-1.5486056137610027,STANDING
-12.872612340646679,-3.760175332411959,STANDING
-6.106618152624149,-10.908989332167202,SITTING
-11.886381180374674,-5.471509639051535,SITTING
-13.699065099691566,-3.275335961024941,SITTING
-15.456170282194307,1.818414103603766,SITTING
-16.050210561259927,4.726592514068709,SITTING
-16.13623122248683,7.871995062583771,SITTING
